code,name,market,sector33,sector17,size_category
4393.T,バンク・オブ・イノベーション,東証グロース,情報・通信業,情報通信・サービスその他,-
4394.T,エクスモーション,東証グロース,情報・通信業,情報通信・サービスその他,-
4395.T,アクリート,東証グロース,情報・通信業,情報通信・サービスその他,-
4396.T,システムサポートホールディングス,東証プライム,情報・通信業,情報通信・サービスその他,TOPIX Small 2
4397.T,チームスピリット,東証グロース,情報・通信業,情報通信・サービスその他,-
4398.T,ブロードバンドセキュリティ,東証スタンダード,情報・通信業,情報通信・サービスその他,-
4401.T,ＡＤＥＫＡ,東証プライム,化学,素材・化学,TOPIX Mid400
4403.T,日油,東証プライム,化学,素材・化学,TOPIX Mid400
4404.T,ミヨシ油脂,東証スタンダード,食料品,食品,-
4406.T,新日本理化,東証スタンダード,化学,素材・化学,-
4409.T,東邦化学工業,東証スタンダード,化学,素材・化学,-
4410.T,ハリマ化成グループ,東証プライム,化学,素材・化学,TOPIX Small 2
4412.T,サイエンスアーツ,東証グロース,情報・通信業,情報通信・サービスその他,-
4413.T,ボードルア,東証プライム,情報・通信業,情報通信・サービスその他,TOPIX Small 2
4414.T,フレクト,東証グロース,情報・通信業,情報通信・サービスその他,-
4415.T,ブロードエンタープライズ,東証グロース,情報・通信業,情報通信・サービスその他,-
4416.T,Ｔｒｕｅ　Ｄａｔａ,東証グロース,情報・通信業,情報通信・サービスその他,-
4417.T,グローバルセキュリティエキスパート,東証グロース,情報・通信業,情報通信・サービスその他,-
4418.T,ＪＤＳＣ,東証グロース,情報・通信業,情報通信・サービスその他,-
4419.T,Ｆｉｎａｔｅｘｔホールディングス,東証グロース,情報・通信業,情報通信・サービスその他,-
441A.T,ＮＥ,東証グロース,情報・通信業,情報通信・サービスその他,TOPIX Small 2
4420.T,イーソル,東証スタンダード,情報・通信業,情報通信・サービスその他,TOPIX Small 2
4421.T,ディ・アイ・システム,東証スタンダード,情報・通信業,情報通信・サービスその他,-
4422.T,ＶＡＬＵＥＮＥＸ,東証グロース,情報・通信業,情報通信・サービスその他,-
4424.T,Ａｍａｚｉａ,東証グロース,情報・通信業,情報通信・サービスその他,-
4425.T,Ｋｕｄａｎ,東証グロース,情報・通信業,情報通信・サービスその他,-
4427.T,ＥｄｕＬａｂ,東証グロース,情報・通信業,情報通信・サービスその他,-
4428.T,シノプス,東証グロース,情報・通信業,情報通信・サービスその他,-
4429.T,リックソフト,東証グロース,情報・通信業,情報通信・サービスその他,-
442A.T,クラシコ,東証グロース,繊維製品,素材・化学,-
4430.T,東海ソフト,東証スタンダード,情報・通信業,情報通信・サービスその他,-
4431.T,スマレジ,東証グロース,情報・通信業,情報通信・サービスその他,-
4432.T,ウイングアーク１ｓｔ,東証プライム,情報・通信業,情報通信・サービスその他,TOPIX Small 1
4433.T,ヒト・コミュニケーションズ・ホールディングス,東証プライム,サービス業,情報通信・サービスその他,TOPIX Small 2
4434.T,サーバーワークス,東証スタンダード,情報・通信業,情報通信・サービスその他,TOPIX Small 2
4436.T,ミンカブ・ジ・インフォノイド,東証グロース,情報・通信業,情報通信・サービスその他,-
4437.T,ｇｏｏｄｄａｙｓホールディングス,東証グロース,情報・通信業,情報通信・サービスその他,-
4438.T,Ｗｅｌｂｙ,東証グロース,情報・通信業,情報通信・サービスその他,-
4439.T,東名,東証スタンダード,情報・通信業,情報通信・サービスその他,-
4440.T,ヴィッツ,東証スタンダード,情報・通信業,情報通信・サービスその他,-
4441.T,トビラシステムズ,東証スタンダード,情報・通信業,情報通信・サービスその他,-
4442.T,バルテス・ホールディングス,東証グロース,情報・通信業,情報通信・サービスその他,-
4443.T,Ｓａｎｓａｎ,東証プライム,情報・通信業,情報通信・サービスその他,TOPIX Small 1
4444.T,インフォネット,東証グロース,情報・通信業,情報通信・サービスその他,-
4445.T,リビン・テクノロジーズ,東証グロース,情報・通信業,情報通信・サービスその他,-
4446.T,Ｌｉｎｋ－Ｕグループ,東証プライム,情報・通信業,情報通信・サービスその他,-
4447.T,ピー・ビーシステムズ,東証グロース,情報・通信業,情報通信・サービスその他,-
4448.T,ｋｕｂｅｌｌ,東証グロース,情報・通信業,情報通信・サービスその他,-
4449.T,ギフティ,東証プライム,情報・通信業,情報通信・サービスその他,TOPIX Small 2
4450.T,パワーソリューションズ,東証グロース,情報・通信業,情報通信・サービスその他,-
4452.T,花王,東証プライム,化学,素材・化学,TOPIX Large70
4461.T,第一工業製薬,東証プライム,化学,素材・化学,TOPIX Small 2
4462.T,石原ケミカル,東証プライム,化学,素材・化学,TOPIX Small 2
4463.T,日華化学,東証スタンダード,化学,素材・化学,-
4464.T,ソフト９９コーポレーション,東証スタンダード,化学,素材・化学,-
4465.T,ニイタカ,東証スタンダード,化学,素材・化学,-
446A.T,ノースサンド,東証グロース,サービス業,情報通信・サービスその他,-
4471.T,三洋化成工業,東証プライム,化学,素材・化学,TOPIX Small 1
4475.T,ＨＥＮＮＧＥ,東証グロース,情報・通信業,情報通信・サービスその他,-
4476.T,ＡＩ　ＣＲＯＳＳ,東証グロース,情報・通信業,情報通信・サービスその他,-
4477.T,ＢＡＳＥ,東証グロース,情報・通信業,情報通信・サービスその他,-
4478.T,フリー,東証グロース,情報・通信業,情報通信・サービスその他,-
4479.T,マクアケ,東証グロース,情報・通信業,情報通信・サービスその他,-
4480.T,メドレー,東証プライム,情報・通信業,情報通信・サービスその他,TOPIX Small 1
4481.T,ベース,東証プライム,情報・通信業,情報通信・サービスその他,TOPIX Small 2
4482.T,ウィルズ,東証グロース,情報・通信業,情報通信・サービスその他,-
4483.T,ＪＭＤＣ,東証プライム,情報・通信業,情報通信・サービスその他,TOPIX Small 1
4484.T,ランサーズ,東証グロース,情報・通信業,情報通信・サービスその他,-
4486.T,ユナイトアンドグロウ,東証グロース,情報・通信業,情報通信・サービスその他,-
4487.T,スペースマーケット,東証グロース,情報・通信業,情報通信・サービスその他,-
4488.T,ＡＩ　ｉｎｓｉｄｅ,東証グロース,情報・通信業,情報通信・サービスその他,-
4490.T,ビザスク,東証グロース,情報・通信業,情報通信・サービスその他,-
4491.T,コンピューターマネージメント,東証スタンダード,情報・通信業,情報通信・サービスその他,-
4492.T,ゼネテック,東証スタンダード,情報・通信業,情報通信・サービスその他,-
4493.T,サイバーセキュリティクラウド,東証グロース,情報・通信業,情報通信・サービスその他,-
4494.T,バリオセキュア,東証スタンダード,情報・通信業,情報通信・サービスその他,-
4495.T,アイキューブドシステムズ,東証グロース,情報・通信業,情報通信・サービスその他,-
4496.T,コマースＯｎｅホールディングス,東証グロース,情報・通信業,情報通信・サービスその他,-
4498.T,サイバートラスト,東証グロース,情報・通信業,情報通信・サービスその他,-
4499.T,Ｓｐｅｅｅ,東証スタンダード,情報・通信業,情報通信・サービスその他,-
4502.T,武田薬品工業,東証プライム,医薬品,医薬品,TOPIX Core30
4503.T,アステラス製薬,東証プライム,医薬品,医薬品,TOPIX Large70
4506.T,住友ファーマ,東証プライム,医薬品,医薬品,TOPIX Mid400
4507.T,塩野義製薬,東証プライム,医薬品,医薬品,TOPIX Large70
4512.T,わかもと製薬,東証スタンダード,医薬品,医薬品,-
4516.T,日本新薬,東証プライム,医薬品,医薬品,TOPIX Mid400
4519.T,中外製薬,東証プライム,医薬品,医薬品,TOPIX Large70
4521.T,科研製薬,東証プライム,医薬品,医薬品,TOPIX Small 1
4523.T,エーザイ,東証プライム,医薬品,医薬品,TOPIX Mid400
4524.T,森下仁丹,東証スタンダード,医薬品,医薬品,-
4526.T,理研ビタミン,東証プライム,食料品,食品,TOPIX Small 2
4527.T,ロート製薬,東証プライム,医薬品,医薬品,TOPIX Mid400
4528.T,小野薬品工業,東証プライム,医薬品,医薬品,TOPIX Mid400
4531.T,有機合成薬品工業,東証スタンダード,化学,素材・化学,-
4534.T,持田製薬,東証プライム,医薬品,医薬品,TOPIX Small 2
4536.T,参天製薬,東証プライム,医薬品,医薬品,TOPIX Mid400
4538.T,扶桑薬品工業,東証プライム,医薬品,医薬品,TOPIX Small 2
4539.T,日本ケミファ,東証スタンダード,医薬品,医薬品,-
4540.T,ツムラ,東証プライム,医薬品,医薬品,TOPIX Mid400
4543.T,テルモ,東証プライム,精密機器,電機・精密,TOPIX Large70
4544.T,Ｈ．Ｕ．グループホールディングス,東証プライム,サービス業,情報通信・サービスその他,TOPIX Mid400
4547.T,キッセイ薬品工業,東証プライム,医薬品,医薬品,TOPIX Small 1
4548.T,生化学工業,東証プライム,医薬品,医薬品,TOPIX Small 2
4549.T,栄研化学,東証プライム,医薬品,医薬品,TOPIX Small 1
4552.T,ＪＣＲファーマ,東証プライム,医薬品,医薬品,TOPIX Small 1
