code,name,market,sector33,sector17,size_category
3799.T,キーウェアソリューションズ,東証スタンダード,情報・通信業,情報通信・サービスその他,-
3800.T,ユニリタ,東証スタンダード,情報・通信業,情報通信・サービスその他,-
3802.T,エコミック,東証スタンダード,情報・通信業,情報通信・サービスその他,-
3803.T,イメージ情報開発,東証グロース,情報・通信業,情報通信・サービスその他,-
3804.T,システム　ディ,東証スタンダード,情報・通信業,情報通信・サービスその他,-
3807.T,フィスコ,東証グロース,情報・通信業,情報通信・サービスその他,-
3810.T,サイバーステップホールディングス,東証スタンダード,情報・通信業,情報通信・サービスその他,-
3815.T,メディア工房,東証グロース,情報・通信業,情報通信・サービスその他,-
3816.T,大和コンピューター,東証スタンダード,情報・通信業,情報通信・サービスその他,-
3817.T,ＳＲＡホールディングス,東証プライム,情報・通信業,情報通信・サービスその他,TOPIX Small 2
3823.T,ＴＨＥ　ＷＨＹ　ＨＯＷ　ＤＯ　ＣＯＭＰＡＮＹ,東証スタンダード,情報・通信業,情報通信・サービスその他,-
3825.T,リミックスポイント,東証スタンダード,小売業,小売,-
3826.T,システムインテグレータ,東証スタンダード,情報・通信業,情報通信・サービスその他,-
3834.T,朝日ネット,東証プライム,情報・通信業,情報通信・サービスその他,TOPIX Small 2
3835.T,ｅＢＡＳＥ,東証プライム,情報・通信業,情報通信・サービスその他,TOPIX Small 2
3836.T,アバントグループ,東証プライム,情報・通信業,情報通信・サービスその他,TOPIX Small 2
3837.T,アドソル日進,東証プライム,情報・通信業,情報通信・サービスその他,TOPIX Small 2
3839.T,ＯＤＫソリューションズ,東証スタンダード,情報・通信業,情報通信・サービスその他,-
3840.T,パス,東証スタンダード,情報・通信業,情報通信・サービスその他,-
3841.T,ジーダット,東証スタンダード,情報・通信業,情報通信・サービスその他,-
3842.T,ネクストジェン,東証スタンダード,情報・通信業,情報通信・サービスその他,-
3843.T,フリービット,東証プライム,情報・通信業,情報通信・サービスその他,TOPIX Small 2
3844.T,コムチュア,東証プライム,情報・通信業,情報通信・サービスその他,TOPIX Small 1
3845.T,アイフリークモバイル,東証スタンダード,情報・通信業,情報通信・サービスその他,-
3848.T,データ・アプリケーション,東証スタンダード,情報・通信業,情報通信・サービスその他,-
3850.T,エヌ・ティ・ティ・データ・イントラマート,東証スタンダード,情報・通信業,情報通信・サービスその他,-
3851.T,日本一ソフトウェア,東証スタンダード,情報・通信業,情報通信・サービスその他,-
3853.T,アステリア,東証プライム,情報・通信業,情報通信・サービスその他,TOPIX Small 2
3854.T,アイル,東証プライム,情報・通信業,情報通信・サービスその他,TOPIX Small 2
3856.T,Ａｂａｌａｎｃｅ,東証スタンダード,電気機器,電機・精密,-
3858.T,ユビキタスＡＩ,東証スタンダード,情報・通信業,情報通信・サービスその他,-
3861.T,王子ホールディングス,東証プライム,パルプ・紙,素材・化学,TOPIX Mid400
3863.T,日本製紙,東証プライム,パルプ・紙,素材・化学,TOPIX Small 1
3864.T,三菱製紙,東証プライム,パルプ・紙,素材・化学,-
3865.T,北越コーポレーション,東証プライム,パルプ・紙,素材・化学,TOPIX Small 1
386A.T,みのや,東証スタンダード,小売業,小売,-
3877.T,中越パルプ工業,東証プライム,パルプ・紙,素材・化学,-
3878.T,巴川コーポレーション,東証スタンダード,化学,素材・化学,-
387A.T,フラー,東証グロース,情報・通信業,情報通信・サービスその他,-
3880.T,大王製紙,東証プライム,パルプ・紙,素材・化学,TOPIX Small 1
3891.T,ニッポン高度紙工業,東証スタンダード,パルプ・紙,素材・化学,-
3892.T,岡山製紙,東証スタンダード,パルプ・紙,素材・化学,-
3895.T,ハビックス,東証スタンダード,パルプ・紙,素材・化学,-
3896.T,阿波製紙,東証スタンダード,パルプ・紙,素材・化学,-
3900.T,クラウドワークス,東証グロース,情報・通信業,情報通信・サービスその他,-
3901.T,マークラインズ,東証プライム,情報・通信業,情報通信・サービスその他,TOPIX Small 2
3903.T,ｇｕｍｉ,東証プライム,情報・通信業,情報通信・サービスその他,TOPIX Small 2
3904.T,カヤック,東証グロース,情報・通信業,情報通信・サービスその他,-
3905.T,データセクション,東証グロース,情報・通信業,情報通信・サービスその他,-
3907.T,シリコンスタジオ,東証スタンダード,情報・通信業,情報通信・サービスその他,-
3908.T,コラボス,東証スタンダード,情報・通信業,情報通信・サービスその他,-
3909.T,ショーケース,東証スタンダード,情報・通信業,情報通信・サービスその他,-
3910.T,エムケイシステム,東証スタンダード,情報・通信業,情報通信・サービスその他,-
3911.T,Ａｉｍｉｎｇ,東証グロース,情報・通信業,情報通信・サービスその他,-
3912.T,モバイルファクトリー,東証スタンダード,情報・通信業,情報通信・サービスその他,-
3913.T,ＧｒｅｅｎＢｅｅ,東証スタンダード,情報・通信業,情報通信・サービスその他,-
3914.T,ＪＩＧ－ＳＡＷ,東証グロース,情報・通信業,情報通信・サービスその他,-
3915.T,テラスカイ,東証プライム,情報・通信業,情報通信・サービスその他,TOPIX Small 2
3916.T,デジタル・インフォメーション・テクノロジー,東証プライム,情報・通信業,情報通信・サービスその他,TOPIX Small 2
3917.T,アイリッジ,東証グロース,情報・通信業,情報通信・サービスその他,-
3918.T,ＰＣＩホールディングス,東証スタンダード,情報・通信業,情報通信・サービスその他,-
3920.T,アイビーシー,東証スタンダード,情報・通信業,情報通信・サービスその他,-
3921.T,ネオジャパン,東証プライム,情報・通信業,情報通信・サービスその他,TOPIX Small 2
3922.T,ＰＲ　ＴＩＭＥＳ,東証プライム,情報・通信業,情報通信・サービスその他,TOPIX Small 2
3923.T,ラクス,東証プライム,情報・通信業,情報通信・サービスその他,TOPIX Mid400
3925.T,ダブルスタンダード,東証プライム,情報・通信業,情報通信・サービスその他,TOPIX Small 2
3926.T,オープンドア,東証スタンダード,情報・通信業,情報通信・サービスその他,TOPIX Small 2
3927.T,フーバーブレイン,東証スタンダード,情報・通信業,情報通信・サービスその他,-
3928.T,マイネット,東証スタンダード,情報・通信業,情報通信・サービスその他,-
3929.T,ソーシャルワイヤー,東証グロース,情報・通信業,情報通信・サービスその他,-
3930.T,はてな,東証グロース,情報・通信業,情報通信・サービスその他,-
3931.T,バリューゴルフ,東証グロース,情報・通信業,情報通信・サービスその他,-
3932.T,アカツキ,東証プライム,情報・通信業,情報通信・サービスその他,TOPIX Small 2
3933.T,チエル,東証スタンダード,情報・通信業,情報通信・サービスその他,-
3934.T,ベネフィットジャパン,東証スタンダード,情報・通信業,情報通信・サービスその他,-
3935.T,エディア,東証スタンダード,情報・通信業,情報通信・サービスその他,-
3936.T,グローバルウェイ,東証グロース,情報・通信業,情報通信・サービスその他,-
3937.T,Ｕｂｉｃｏｍホールディングス,東証スタンダード,情報・通信業,情報通信・サービスその他,TOPIX Small 2
3939.T,カナミックネットワーク,東証プライム,情報・通信業,情報通信・サービスその他,TOPIX Small 2
3940.T,ノムラシステムコーポレーション,東証スタンダード,情報・通信業,情報通信・サービスその他,-
3941.T,レンゴー,東証プライム,パルプ・紙,素材・化学,TOPIX Mid400
3943.T,大石産業,東証スタンダード,パルプ・紙,素材・化学,-
3944.T,古林紙工,東証スタンダード,パルプ・紙,素材・化学,-
3945.T,スーパーバッグ,東証スタンダード,パルプ・紙,素材・化学,-
3946.T,トーモク,東証プライム,パルプ・紙,素材・化学,TOPIX Small 2
3947.T,ダイナパック,東証スタンダード,パルプ・紙,素材・化学,-
3948.T,光ビジネスフォーム,東証スタンダード,パルプ・紙,素材・化学,-
3950.T,ザ・パック,東証プライム,パルプ・紙,素材・化学,TOPIX Small 2
3951.T,朝日印刷,東証スタンダード,パルプ・紙,素材・化学,-
3953.T,大村紙業,東証スタンダード,パルプ・紙,素材・化学,-
3954.T,昭和パックス,東証スタンダード,パルプ・紙,素材・化学,-
3955.T,イムラ,東証スタンダード,パルプ・紙,素材・化学,-
3958.T,笹徳印刷,東証スタンダード,パルプ・紙,素材・化学,-
3962.T,チェンジホールディングス,東証プライム,情報・通信業,情報通信・サービスその他,TOPIX Small 1
3963.T,シンクロ・フード,東証プライム,情報・通信業,情報通信・サービスその他,-
3964.T,オークネット,東証プライム,情報・通信業,情報通信・サービスその他,TOPIX Small 2
3965.T,キャピタル・アセット・プランニング,東証スタンダード,情報・通信業,情報通信・サービスその他,-
3967.T,エルテス,東証グロース,情報・通信業,情報通信・サービスその他,-
3968.T,セグエグループ,東証プライム,情報・通信業,情報通信・サービスその他,-
3969.T,エイトレッド,東証スタンダード,情報・通信業,情報通信・サービスその他,-
3970.T,イノベーション,東証グロース,情報・通信業,情報通信・サービスその他,-
3974.T,ＳＣＡＴ,東証スタンダード,情報・通信業,情報通信・サービスその他,-
3976.T,シャノン,東証グロース,情報・通信業,情報通信・サービスその他,-
3979.T,うるる,東証グロース,情報・通信業,情報通信・サービスその他,-
3981.T,ビーグリー,東証スタンダード,情報・通信業,情報通信・サービスその他,-
3983.T,オロ,東証プライム,情報・通信業,情報通信・サービスその他,TOPIX Small 2
3984.T,ユーザーローカル,東証プライム,情報・通信業,情報通信・サービスその他,TOPIX Small 2
3985.T,テモナ,東証スタンダード,情報・通信業,情報通信・サービスその他,-
3986.T,ビーブレイクシステムズ,東証スタンダード,情報・通信業,情報通信・サービスその他,-
3987.T,エコモット,東証グロース,情報・通信業,情報通信・サービスその他,-
3988.T,ＳＹＳホールディングス,東証スタンダード,情報・通信業,情報通信・サービスその他,-
3989.T,シェアリングテクノロジー,東証グロース,情報・通信業,情報通信・サービスその他,-
3991.T,ウォンテッドリー,東証グロース,情報・通信業,情報通信・サービスその他,-
3992.T,ニーズウェル,東証プライム,情報・通信業,情報通信・サービスその他,-
3993.T,ＰＫＳＨＡ　Ｔｅｃｈｎｏｌｏｇｙ,東証プライム,情報・通信業,情報通信・サービスその他,TOPIX Small 1
3994.T,マネーフォワード,東証プライム,情報・通信業,情報通信・サービスその他,TOPIX Mid400
3996.T,サインポスト,東証スタンダード,情報・通信業,情報通信・サービスその他,-
3997.T,トレードワークス,東証スタンダード,情報・通信業,情報通信・サービスその他,-
3998.T,すららネット,東証グロース,情報・通信業,情報通信・サービスその他,-
4004.T,レゾナック・ホールディングス,東証プライム,化学,素材・化学,TOPIX Mid400
4005.T,住友化学,東証プライム,化学,素材・化学,TOPIX Mid400
4008.T,住友精化,東証プライム,化学,素材・化学,TOPIX Small 1
4011.T,ヘッドウォータース,東証グロース,情報・通信業,情報通信・サービスその他,-
4012.T,アクシス,東証スタンダード,情報・通信業,情報通信・サービスその他,-
4013.T,勤次郎,東証グロース,情報・通信業,情報通信・サービスその他,-
4014.T,カラダノート,東証グロース,情報・通信業,情報通信・サービスその他,-
4015.T,ペイクラウドホールディングス,東証グロース,情報・通信業,情報通信・サービスその他,-
4016.T,ＭＩＴホールディングス,東証スタンダード,情報・通信業,情報通信・サービスその他,-
4017.T,クリーマ,東証グロース,情報・通信業,情報通信・サービスその他,-
4019.T,スタメン,東証グロース,情報・通信業,情報通信・サービスその他,-
4020.T,ビートレンド,東証グロース,情報・通信業,情報通信・サービスその他,-
4021.T,日産化学,東証プライム,化学,素材・化学,TOPIX Mid400
4022.T,ラサ工業,東証プライム,化学,素材・化学,TOPIX Small 2
4023.T,クレハ,東証プライム,化学,素材・化学,TOPIX Small 1
4025.T,多木化学,東証プライム,化学,素材・化学,TOPIX Small 2
4026.T,神島化学工業,東証スタンダード,ガラス・土石製品,建設・資材,-
4027.T,テイカ,東証プライム,化学,素材・化学,TOPIX Small 2
4028.T,石原産業,東証プライム,化学,素材・化学,TOPIX Small 1
402A.T,アクセルスペースホールディングス,東証グロース,輸送用機器,自動車・輸送機,-
4031.T,片倉コープアグリ,東証スタンダード,化学,素材・化学,-
4040.T,南海化学,東証スタンダード,化学,素材・化学,-
4041.T,日本曹達,東証プライム,化学,素材・化学,TOPIX Small 1
4042.T,東ソー,東証プライム,化学,素材・化学,TOPIX Mid400
4043.T,トクヤマ,東証プライム,化学,素材・化学,TOPIX Mid400
4044.T,セントラル硝子,東証プライム,化学,素材・化学,TOPIX Small 1
4045.T,東亞合成,東証プライム,化学,素材・化学,TOPIX Mid400
4046.T,大阪ソーダ,東証プライム,化学,素材・化学,TOPIX Small 1
4047.T,関東電化工業,東証プライム,化学,素材・化学,TOPIX Small 1
4051.T,ＧＭＯフィナンシャルゲート,東証プライム,情報・通信業,情報通信・サービスその他,TOPIX Small 2
4052.T,フィーチャ,東証グロース,情報・通信業,情報通信・サービスその他,-
4053.T,Ｓｕｎ　Ａｓｔｅｒｉｓｋ,東証プライム,情報・通信業,情報通信・サービスその他,TOPIX Small 2
4054.T,日本情報クリエイト,東証グロース,情報・通信業,情報通信・サービスその他,-
4055.T,ティアンドエスグループ,東証グロース,情報・通信業,情報通信・サービスその他,-
4056.T,ニューラルグループ,東証グロース,情報・通信業,情報通信・サービスその他,-
4057.T,インターファクトリー,東証グロース,情報・通信業,情報通信・サービスその他,-
4058.T,トヨクモ,東証グロース,情報・通信業,情報通信・サービスその他,-
4059.T,まぐまぐ,東証スタンダード,情報・通信業,情報通信・サービスその他,-
4060.T,ｒａｋｕｍｏ,東証グロース,情報・通信業,情報通信・サービスその他,-
4061.T,デンカ,東証プライム,化学,素材・化学,TOPIX Mid400
4062.T,イビデン,東証プライム,電気機器,電機・精密,TOPIX Mid400
4063.T,信越化学工業,東証プライム,化学,素材・化学,TOPIX Core30
4064.T,日本カーバイド工業,東証プライム,化学,素材・化学,TOPIX Small 2
4068.T,ベイシス,東証グロース,情報・通信業,情報通信・サービスその他,-
4069.T,ＢｌｕｅＭｅｍｅ,東証グロース,情報・通信業,情報通信・サービスその他,-
4071.T,プラスアルファ・コンサルティング,東証プライム,情報・通信業,情報通信・サービスその他,TOPIX Small 1
4072.T,電算システムホールディングス,東証プライム,情報・通信業,情報通信・サービスその他,TOPIX Small 2
4073.T,ジィ・シィ企画,東証グロース,情報・通信業,情報通信・サービスその他,-
4074.T,ラキール,東証グロース,情報・通信業,情報通信・サービスその他,-
4075.T,ブレインズテクノロジー,東証グロース,情報・通信業,情報通信・サービスその他,-
4076.T,シイエヌエス,東証グロース,情報・通信業,情報通信・サービスその他,-
4078.T,堺化学工業,東証プライム,化学,素材・化学,TOPIX Small 1
407A.T,ＵＮＩＣＯＮホールディングス,東証スタンダード,建設業,建設・資材,-
4082.T,第一稀元素化学工業,東証プライム,化学,素材・化学,TOPIX Small 2
4088.T,エア・ウォーター,東証プライム,化学,素材・化学,-
4091.T,日本酸素ホールディングス,東証プライム,化学,素材・化学,TOPIX Mid400
4092.T,日本化学工業,東証プライム,化学,素材・化学,TOPIX Small 2
4093.T,東邦アセチレン,東証スタンダード,化学,素材・化学,-
4094.T,日本化学産業,東証スタンダード,化学,素材・化学,-
4095.T,日本パーカライジング,東証プライム,化学,素材・化学,TOPIX Small 1
4097.T,高圧ガス工業,東証プライム,化学,素材・化学,TOPIX Small 2
4098.T,チタン工業,東証スタンダード,化学,素材・化学,-
4099.T,四国化成ホールディングス,東証プライム,化学,素材・化学,TOPIX Small 2
409A.T,オリオンビール,東証プライム,食料品,食品,TOPIX Small 2
4100.T,戸田工業,東証スタンダード,化学,素材・化学,TOPIX Small 2
4102.T,丸尾カルシウム,東証スタンダード,化学,素材・化学,-
4107.T,伊勢化学工業,東証スタンダード,化学,素材・化学,-
4109.T,ステラ　ケミファ,東証プライム,化学,素材・化学,TOPIX Small 1
410A.T,ＧＭＯコマース,東証グロース,サービス業,情報通信・サービスその他,-
4112.T,保土谷化学工業,東証プライム,化学,素材・化学,TOPIX Small 2
4113.T,田岡化学工業,東証スタンダード,化学,素材・化学,-
4114.T,日本触媒,東証プライム,化学,素材・化学,TOPIX Mid400
4116.T,大日精化工業,東証プライム,化学,素材・化学,TOPIX Small 2
4118.T,カネカ,東証プライム,化学,素材・化学,TOPIX Mid400
4119.T,日本ピグメントホールディングス,東証スタンダード,化学,素材・化学,-
4120.T,スガイ化学工業,東証スタンダード,化学,素材・化学,-
4124.T,大阪油化工業,東証スタンダード,化学,素材・化学,-
4125.T,三和油化工業,東証スタンダード,化学,素材・化学,-
414A.T,オーバーラップホールディングス,東証グロース,情報・通信業,情報通信・サービスその他,-
4151.T,協和キリン,東証プライム,医薬品,医薬品,TOPIX Mid400
415A.T,ＧＭＯ　ＴＥＣＨホールディングス,東証グロース,サービス業,情報通信・サービスその他,-
4165.T,プレイド,東証グロース,情報・通信業,情報通信・サービスその他,-
4166.T,かっこ,東証グロース,情報・通信業,情報通信・サービスその他,-
4167.T,ココペリ,東証グロース,情報・通信業,情報通信・サービスその他,-
4168.T,ヤプリ,東証グロース,情報・通信業,情報通信・サービスその他,-
4169.T,ＥＮＥＣＨＡＮＧＥ,東証グロース,情報・通信業,情報通信・サービスその他,-
416A.T,富士ユナイトホールディングス,東証スタンダード,卸売業,商社・卸売,-
4170.T,Ｋａｉｚｅｎ　Ｐｌａｔｆｏｒｍ,東証グロース,情報・通信業,情報通信・サービスその他,-
4171.T,グローバルインフォメーション,東証スタンダード,情報・通信業,情報通信・サービスその他,-
4172.T,Ｈｉクラテス,東証スタンダード,情報・通信業,情報通信・サービスその他,-
4174.T,アピリッツ,東証スタンダード,情報・通信業,情報通信・サービスその他,-
4175.T,ｃｏｌｙ,東証グロース,情報・通信業,情報通信・サービスその他,-
4176.T,ココナラ,東証グロース,情報・通信業,情報通信・サービスその他,-
4177.T,ｉ‐ｐｌｕｇ,東証グロース,情報・通信業,情報通信・サービスその他,-
4178.T,Ｓｈａｒｉｎｇ　Ｉｎｎｏｖａｔｉｏｎｓ,東証グロース,情報・通信業,情報通信・サービスその他,-
4179.T,ジーネクスト,東証グロース,情報・通信業,情報通信・サービスその他,-
417A.T,ブルーゾーンホールディングス,東証プライム,小売業,小売,TOPIX Mid400
4180.T,Ａｐｐｉｅｒ　Ｇｒｏｕｐ,東証プライム,情報・通信業,情報通信・サービスその他,TOPIX Small 1
4182.T,三菱瓦斯化学,東証プライム,化学,素材・化学,TOPIX Mid400
4183.T,三井化学,東証プライム,化学,素材・化学,TOPIX Mid400
4186.T,東京応化工業,東証プライム,化学,素材・化学,TOPIX Mid400
4187.T,大阪有機化学工業,東証プライム,化学,素材・化学,TOPIX Small 1
4188.T,三菱ケミカルグループ,東証プライム,化学,素材・化学,TOPIX Large70
4189.T,ＫＨネオケム,東証プライム,化学,素材・化学,TOPIX Small 1
4192.T,スパイダープラス,東証グロース,情報・通信業,情報通信・サービスその他,-
4193.T,ファブリカホールディングス,東証スタンダード,情報・通信業,情報通信・サービスその他,-
4194.T,ビジョナル,東証プライム,情報・通信業,情報通信・サービスその他,TOPIX Mid400
4196.T,ネオマーケティング,東証スタンダード,情報・通信業,情報通信・サービスその他,-
4197.T,アスマーク,東証スタンダード,情報・通信業,情報通信・サービスその他,-
4198.T,テンダ,東証スタンダード,情報・通信業,情報通信・サービスその他,-
4199.T,ワンダープラネット,東証グロース,情報・通信業,情報通信・サービスその他,-
4202.T,ダイセル,東証プライム,化学,素材・化学,TOPIX Mid400
4203.T,住友ベークライト,東証プライム,化学,素材・化学,TOPIX Mid400
4204.T,積水化学工業,東証プライム,化学,素材・化学,TOPIX Mid400
4205.T,日本ゼオン,東証プライム,化学,素材・化学,TOPIX Mid400
4206.T,アイカ工業,東証プライム,化学,素材・化学,TOPIX Mid400
4208.T,ＵＢＥ,東証プライム,化学,素材・化学,TOPIX Mid400
4212.T,積水樹脂,東証プライム,化学,素材・化学,TOPIX Small 1
4216.T,旭有機材,東証プライム,化学,素材・化学,TOPIX Small 1
4218.T,ニチバン,東証プライム,化学,素材・化学,TOPIX Small 2
421A.T,ムービン・ストラテジック・キャリア,東証グロース,サービス業,情報通信・サービスその他,-
4220.T,リケンテクノス,東証プライム,化学,素材・化学,TOPIX Small 2
4221.T,大倉工業,東証プライム,化学,素材・化学,TOPIX Small 2
4222.T,児玉化学工業,東証スタンダード,化学,素材・化学,-
4224.T,ロンシール工業,東証スタンダード,化学,素材・化学,-
4228.T,積水化成品工業,東証プライム,化学,素材・化学,TOPIX Small 2
4229.T,群栄化学工業,東証プライム,化学,素材・化学,TOPIX Small 2
4231.T,タイガースポリマー,東証スタンダード,化学,素材・化学,-
4234.T,サンエー化研,東証スタンダード,化学,素材・化学,-
4235.T,ウルトラファブリックス・ホールディングス,東証スタンダード,化学,素材・化学,-
4237.T,フジプレアム,東証スタンダード,化学,素材・化学,-
4238.T,ミライアル,東証スタンダード,化学,素材・化学,-
423A.T,ライオン事務器,東証スタンダード,卸売業,商社・卸売,-
4240.T,クラスターテクノロジー,東証スタンダード,化学,素材・化学,-
4241.T,アテクト,東証スタンダード,化学,素材・化学,-
4242.T,タカギセイコー,東証スタンダード,化学,素材・化学,-
4243.T,ニックス,東証スタンダード,化学,素材・化学,-
4245.T,ダイキアクシス,東証スタンダード,化学,素材・化学,-
4246.T,ダイキョーニシカワ,東証プライム,化学,素材・化学,TOPIX Small 2
4247.T,ポバール興業,東証スタンダード,化学,素材・化学,-
4248.T,竹本容器,東証スタンダード,化学,素材・化学,-
4249.T,森六,東証プライム,化学,素材・化学,TOPIX Small 2
4251.T,恵和,東証プライム,化学,素材・化学,TOPIX Small 2
4255.T,ＴＨＥＣＯＯ,東証グロース,情報・通信業,情報通信・サービスその他,-
4256.T,サインド,東証グロース,情報・通信業,情報通信・サービスその他,-
4258.T,網屋,東証グロース,情報・通信業,情報通信・サービスその他,-
4259.T,エクサウィザーズ,東証グロース,情報・通信業,情報通信・サービスその他,-
4260.T,ハイブリッドテクノロジーズ,東証グロース,情報・通信業,情報通信・サービスその他,-
4261.T,アジアクエスト,東証グロース,情報・通信業,情報通信・サービスその他,-
4262.T,ニフティライフスタイル,東証グロース,情報・通信業,情報通信・サービスその他,-
4263.T,サスメド,東証グロース,情報・通信業,情報通信・サービスその他,-
4264.T,セキュア,東証グロース,情報・通信業,情報通信・サービスその他,-
4265.T,Ｉｎｓｔｉｔｕｔｉｏｎ　ｆｏｒ　ａ　Ｇｌｏｂａｌ　Ｓｏｃｉｅｔｙ,東証グロース,情報・通信業,情報通信・サービスその他,-
4270.T,ＢｅｅＸ,東証グロース,情報・通信業,情報通信・サービスその他,-
4272.T,日本化薬,東証プライム,化学,素材・化学,TOPIX Mid400
4274.T,細谷火工,東証スタンダード,化学,素材・化学,-
4275.T,カーリット,東証プライム,化学,素材・化学,TOPIX Small 2
4284.T,ソルクシーズ,東証スタンダード,情報・通信業,情報通信・サービスその他,-
4286.T,ＣＬホールディングス,東証スタンダード,サービス業,情報通信・サービスその他,TOPIX Small 2
4287.T,ジャストプランニング,東証スタンダード,情報・通信業,情報通信・サービスその他,-
4288.T,アズジェント,東証スタンダード,情報・通信業,情報通信・サービスその他,-
428A.T,サイプレス・ホールディングス,東証スタンダード,小売業,小売,-
4290.T,プレステージ・インターナショナル,東証プライム,サービス業,情報通信・サービスその他,TOPIX Small 1
4293.T,セプテーニ・ホールディングス,東証スタンダード,サービス業,情報通信・サービスその他,-
4299.T,ハイマックス,東証スタンダード,情報・通信業,情報通信・サービスその他,TOPIX Small 2
429A.T,テクセンドフォトマスク,東証プライム,その他製品,情報通信・サービスその他,TOPIX Small 2
4301.T,アミューズ,東証プライム,サービス業,情報通信・サービスその他,TOPIX Small 2
4307.T,野村総合研究所,東証プライム,情報・通信業,情報通信・サービスその他,TOPIX Large70
4308.T,Ｊストリーム,東証グロース,情報・通信業,情報通信・サービスその他,-
4310.T,ドリームインキュベータ,東証プライム,サービス業,情報通信・サービスその他,TOPIX Small 2
4316.T,ビーマップ,東証グロース,情報・通信業,情報通信・サービスその他,-
4317.T,レイ,東証スタンダード,サービス業,情報通信・サービスその他,-
4318.T,クイック,東証プライム,サービス業,情報通信・サービスその他,TOPIX Small 2
431A.T,ユーソナー,東証グロース,情報・通信業,情報通信・サービスその他,-
4320.T,ＣＥホールディングス,東証スタンダード,情報・通信業,情報通信・サービスその他,-
4323.T,日本システム技術,東証プライム,情報・通信業,情報通信・サービスその他,TOPIX Small 2
4324.T,電通グループ,東証プライム,サービス業,情報通信・サービスその他,TOPIX Mid400
4326.T,インテージホールディングス,東証プライム,情報・通信業,情報通信・サービスその他,TOPIX Small 2
4331.T,テイクアンドギヴ・ニーズ,東証プライム,サービス業,情報通信・サービスその他,TOPIX Small 2
4334.T,ユークス,東証スタンダード,情報・通信業,情報通信・サービスその他,-
4335.T,ＩＰＳホールディングス,東証スタンダード,情報・通信業,情報通信・サービスその他,-
4337.T,ぴあ,東証プライム,サービス業,情報通信・サービスその他,TOPIX Small 2
4341.T,西菱電機,東証スタンダード,サービス業,情報通信・サービスその他,-
4343.T,イオンファンタジー,東証プライム,サービス業,情報通信・サービスその他,TOPIX Small 2
4344.T,ソースネクスト,東証プライム,情報・通信業,情報通信・サービスその他,TOPIX Small 2
4345.T,シーティーエス,東証プライム,サービス業,情報通信・サービスその他,TOPIX Small 2
4346.T,ＮＥＸＹＺ．Ｇｒｏｕｐ,東証スタンダード,その他金融業,金融（除く銀行）,-
4347.T,ブロードメディア,東証スタンダード,サービス業,情報通信・サービスその他,-
4350.T,メディカルシステムネットワーク,東証スタンダード,小売業,小売,TOPIX Small 2
4351.T,山田再生系債権回収総合事務所,東証スタンダード,その他金融業,金融（除く銀行）,-
4356.T,応用技術,東証スタンダード,情報・通信業,情報通信・サービスその他,-
4360.T,マナック・ケミカル・パートナーズ,東証スタンダード,化学,素材・化学,-
4361.T,川口化学工業,東証スタンダード,化学,素材・化学,-
4362.T,日本精化,東証プライム,化学,素材・化学,TOPIX Small 2
4365.T,松本油脂製薬,東証スタンダード,化学,素材・化学,-
4366.T,ダイトーケミックス,東証スタンダード,化学,素材・化学,-
4367.T,広栄化学,東証スタンダード,化学,素材・化学,-
4368.T,扶桑化学工業,東証プライム,化学,素材・化学,TOPIX Small 1
4369.T,トリケミカル研究所,東証プライム,化学,素材・化学,TOPIX Small 1
436A.T,サイバーソリューションズ,東証グロース,情報・通信業,情報通信・サービスその他,-
4370.T,モビルス,東証グロース,情報・通信業,情報通信・サービスその他,-
4371.T,コアコンセプト・テクノロジー,東証グロース,情報・通信業,情報通信・サービスその他,-
4372.T,ユミルリンク,東証グロース,情報・通信業,情報通信・サービスその他,-
4373.T,シンプレクス・ホールディングス,東証プライム,情報・通信業,情報通信・サービスその他,TOPIX Small 1
4374.T,ＲＯＢＯＴ　ＰＡＹＭＥＮＴ,東証グロース,情報・通信業,情報通信・サービスその他,-
4375.T,セーフィー,東証グロース,情報・通信業,情報通信・サービスその他,-
4376.T,くふうカンパニーホールディングス,東証グロース,情報・通信業,情報通信・サービスその他,-
4377.T,ワンキャリア,東証グロース,情報・通信業,情報通信・サービスその他,-
4378.T,ＣＩＮＣ,東証グロース,情報・通信業,情報通信・サービスその他,-
4379.T,Ｐｈｏｔｏｓｙｎｔｈ,東証グロース,情報・通信業,情報通信・サービスその他,-
4380.T,Ｍマート,東証グロース,情報・通信業,情報通信・サービスその他,-
4381.T,ビープラッツ,東証グロース,情報・通信業,情報通信・サービスその他,-
4382.T,ＨＥＲＯＺ,東証スタンダード,情報・通信業,情報通信・サービスその他,TOPIX Small 2
4385.T,メルカリ,東証プライム,情報・通信業,情報通信・サービスその他,TOPIX Mid400
4386.T,ＳＩＧグループ,東証スタンダード,情報・通信業,情報通信・サービスその他,-
4387.T,ＺＵＵ,東証グロース,情報・通信業,情報通信・サービスその他,-
4388.T,エーアイ,東証スタンダード,情報・通信業,情報通信・サービスその他,-
4389.T,プロパティデータバンク,東証グロース,情報・通信業,情報通信・サービスその他,-
438A.T,インフキュリオン,東証グロース,情報・通信業,情報通信・サービスその他,-
4390.T,ＩＰＳ,東証プライム,情報・通信業,情報通信・サービスその他,TOPIX Small 2
4391.T,ロジザード,東証グロース,情報・通信業,情報通信・サービスその他,-
4392.T,ＦＩＧ,東証プライム,情報・通信業,情報通信・サービスその他,-
